,Unique_ID,C1,C2,C3,C4,C5,C6,C7,C8,N1,N8,N9,N24,N33,N34
10477,Candidate_30812,1,1,23,1,5,1,4,1,14.49,5,155,2291.666667,70.0,120.46
10478,Candidate_2479,1,1,2,27,2,0,4,1,26.5,12,200,3800.0,51.02,103.46
10479,Candidate_54702,1,0,2,12,2,0,4,1,25.5,9,80,2749.583333,100.0,200.12
10480,Candidate_5077,2,2,42,30,1,0,4,1,26.99,6,149,3333.333333,220.0,335.82
10481,Candidate_33179,1,0,2,5,0,1,0,1,9.7,7,249,833.333333,100.0,160.63
10482,Candidate_36287,1,3,16,16,2,0,2,1,7.1,6,59,4166.666667,33.32,51.52
10483,Candidate_34277,1,6,2,17,1,0,4,1,20.19,7,197,3416.666667,80.0,149.04
10484,Candidate_53592,1,1,2,1,2,0,4,1,12.8,8,346,3458.333333,40.0,67.2
10485,Candidate_25851,2,1,7,0,1,1,4,1,14.74,5,256,3412.5,200.0,236.54
10486,Candidate_53546,1,7,28,6,2,1,2,1,22.55,8,502,6035.0,120.0,230.85
10487,Candidate_33754,1,7,2,13,2,1,6,1,35.0,2,40,6583.333333,50.0,113.09
10488,Candidate_34556,1,0,27,50,2,1,2,1,17.65,10,868,5602.0,184.0,330.99
10489,Candidate_15463,2,3,5,10,1,0,2,1,22.62,3,143,4166.666667,300.0,419.59
10490,Candidate_8777,2,1,9,1,1,0,4,1,17.99,19,603,3583.333333,180.0,228.49
10491,Candidate_31742,1,5,20,36,6,0,7,1,26.0,1,20,1000.0,20.0,40.29
10492,Candidate_40300,2,1,34,4,2,0,4,1,29.16,7,192,2875.0,80.0,127.36
10493,Candidate_44245,1,1,2,32,2,1,2,1,23.99,4,515,5333.333333,50.5,99.05
10494,Candidate_5426,2,3,21,38,1,1,2,1,25.73,6,68,4416.666667,100.0,148.9
10495,Candidate_14456,1,1,2,1,2,0,4,1,35.0,8,542,3500.0,74.0,167.37
10496,Candidate_21692,1,6,2,1,7,1,4,1,10.35,5,20,2916.666667,100.0,162.16
10497,Candidate_14058,1,0,11,31,0,1,0,1,6.55,4,58,4166.666667,20.0,30.67
10498,Candidate_42653,1,1,33,1,2,1,4,1,8.9,4,241,3750.0,120.0,190.52
10499,Candidate_6602,2,1,5,6,1,0,2,1,20.99,11,546,5416.666667,200.0,270.48
10500,Candidate_27485,1,1,5,1,1,0,4,1,31.6,0,0,2333.333333,80.0,173.33
10501,Candidate_20368,1,1,40,41,2,1,2,1,13.6,8,288,4166.666667,57.0,96.85
10502,Candidate_963,1,1,10,19,2,0,2,1,24.0,10,365,5000.0,60.0,117.7
10503,Candidate_46331,1,1,20,22,2,1,4,1,31.25,1,181,4000.0,80.0,172.56
10504,Candidate_28917,2,13,18,40,1,1,4,1,25.73,19,283,3750.0,60.0,89.34
10505,Candidate_27146,1,0,0,31,0,1,0,1,8.0,0,0,7500.0,60.0,94.01
10506,Candidate_50334,1,1,3,1,2,0,7,1,14.0,8,832,0.083333,90.0,153.8
10507,Candidate_33692,1,1,22,17,1,0,7,1,30.99,8,387,2045.333333,150.0,322.47
10508,Candidate_9234,1,1,7,17,2,0,3,0,17.0,3,17,0.0,50.0,89.13
10509,Candidate_46974,1,0,0,11,0,0,0,1,12.0,9,729,3091.666667,20.0,33.21
10510,Candidate_2889,1,4,7,0,2,0,2,1,35.0,3,407,5583.333333,30.0,67.85
10511,Candidate_18321,1,5,21,22,2,1,4,1,9.35,7,326,3583.333333,206.0,329.22
10512,Candidate_43157,1,0,9,18,2,1,2,1,15.0,11,881,5333.333333,400.0,693.31
10513,Candidate_32820,1,1,10,39,1,1,2,1,10.39,6,333,5000.0,300.0,486.76
10514,Candidate_8030,1,6,2,1,3,0,5,0,31.77,1,12,0.0,40.0,86.85
10515,Candidate_42313,1,7,38,12,2,0,2,1,14.7,9,150,4916.666667,20.0,34.52
10516,Candidate_50113,1,0,0,1,0,0,0,1,16.95,3,15,1015.833333,50.0,89.07
10517,Candidate_1386,1,19,6,30,1,0,2,1,20.49,3,67,5083.333333,100.0,187.07
10518,Candidate_50201,1,1,8,0,1,0,2,1,31.6,13,579,4308.333333,48.0,104.0
10519,Candidate_28089,1,1,5,15,1,1,1,1,27.0,17,1659,28333.33333,100.0,204.13
10520,Candidate_49472,1,0,6,1,2,0,7,1,9.84,7,270,1223.833333,44.0,70.82
10521,Candidate_37860,1,0,0,31,0,1,0,1,17.0,2,105,2916.666667,40.0,71.31
10522,Candidate_23225,1,0,0,19,0,1,0,1,10.0,10,290,4166.666667,20.0,32.27
10523,Candidate_36058,1,1,3,1,1,1,6,1,34.35,9,786,7750.0,150.0,336.52
10524,Candidate_51659,1,0,41,3,0,0,0,1,26.0,4,109,3333.333333,180.0,362.62
10525,Candidate_53109,1,0,2,2,2,1,6,1,23.0,5,687,6894.25,500.0,967.74
10526,Candidate_40873,3,6,28,2,1,0,2,1,26.69,2,36,4166.666667,40.0,191.73
10527,Candidate_22531,1,7,48,17,2,0,4,1,14.15,6,367,2916.666667,30.0,51.38
10528,Candidate_38936,1,8,43,0,4,1,4,0,30.06,4,394,3750.0,80.0,169.94
10529,Candidate_10422,1,7,1,33,1,0,7,1,26.99,3,74,5.833333,160.0,326.56
10530,Candidate_18139,1,1,7,61,2,0,2,1,7.29,16,216,4750.0,100.0,155.05
10531,Candidate_10826,1,13,1,1,2,0,4,1,31.77,3,29,3854.5,80.0,173.71
10532,Candidate_18346,1,0,5,1,2,1,6,1,9.5,2,0,6375.0,150.0,7.58
10533,Candidate_12889,3,3,23,19,4,1,2,0,26.69,11,187,4583.333333,150.0,714.72
10534,Candidate_12908,1,1,7,64,2,1,1,1,16.45,7,611,9166.666667,100.0,176.9
10535,Candidate_14194,1,0,14,14,2,0,4,1,13.25,7,163,4000.0,100.0,169.07
10536,Candidate_24442,1,0,15,16,2,1,4,1,13.36,2,121,3750.0,82.0,138.86
10537,Candidate_10580,2,12,7,1,7,0,4,1,15.64,3,25,2151.0,176.0,212.32
10538,Candidate_23632,1,0,0,31,0,0,0,1,18.2,0,0,6250.0,48.0,87.01
10539,Candidate_7946,2,1,34,40,1,1,4,1,12.96,4,133,2916.666667,160.0,181.86
10540,Candidate_52680,1,1,1,12,1,1,2,1,31.99,17,693,4333.333333,40.0,87.1
10541,Candidate_14858,1,1,26,12,2,0,4,1,15.5,5,327,2500.0,100.0,174.55
10542,Candidate_19919,1,0,19,1,0,0,0,1,24.0,6,27,1166.666667,20.0,31.74
10543,Candidate_24508,1,3,20,19,1,0,2,1,14.49,3,132,5000.0,140.0,240.91
10544,Candidate_42166,1,4,7,41,2,0,2,1,35.0,0,0,4333.333333,20.0,42.89
10545,Candidate_7477,1,0,11,24,2,1,2,1,19.0,7,39,5416.666667,170.0,311.58
10546,Candidate_29475,1,1,35,53,2,0,3,0,14.2,2,10,0.0,100.0,171.37
10547,Candidate_35779,2,1,23,1,1,1,2,1,23.98,6,484,4583.333333,247.0,355.14
10548,Candidate_18887,1,0,43,40,0,1,0,1,29.0,5,319,5000.0,40.0,81.73
10549,Candidate_9555,1,1,1,1,2,1,6,1,18.49,16,1292,6666.666667,100.0,181.99
10550,Candidate_22708,3,6,40,48,1,1,1,1,23.99,2,115,10833.33333,60.0,282.15
10551,Candidate_7067,1,2,12,0,1,1,1,1,26.99,10,476,12750.0,120.0,244.92
10552,Candidate_9259,1,0,19,19,0,0,0,1,29.0,2,10,2616.666667,30.0,62.86
10553,Candidate_28381,1,1,35,1,2,0,7,0,20.0,9,215,1250.0,28.0,52.03
10554,Candidate_41521,1,0,29,13,2,1,2,1,20.0,7,237,6583.333333,160.0,284.48
10555,Candidate_44381,1,7,12,8,2,0,4,1,35.0,0,0,2483.333333,24.0,54.28
10556,Candidate_8052,1,1,12,0,1,1,2,1,11.29,3,103,4583.333333,90.0,147.94
10557,Candidate_44729,2,1,3,26,1,0,2,1,21.79,4,58,5000.0,200.0,275.0
10558,Candidate_46499,1,0,0,7,0,0,0,1,29.0,9,256,2083.333333,20.0,41.91
10559,Candidate_22180,1,1,14,0,1,1,1,1,16.79,9,695,13166.66667,440.0,782.06
10560,Candidate_26279,1,7,13,1,1,1,4,1,9.55,2,208,2941.416667,40.0,64.11
10561,Candidate_51542,1,0,0,8,0,0,0,1,28.0,14,288,2916.666667,320.0,661.82
10562,Candidate_37296,1,1,30,26,1,1,1,1,17.68,6,842,14583.33333,110.0,197.96
10563,Candidate_54359,1,0,5,23,0,0,0,1,24.0,0,0,3000.0,60.02,117.74
10564,Candidate_17452,1,0,0,23,2,0,4,1,12.0,9,289,3500.0,60.0,99.64
10565,Candidate_49666,1,3,5,32,1,1,2,1,12.49,13,656,5349.5,300.0,501.73
10566,Candidate_23478,1,7,17,0,2,0,4,1,26.0,4,97,3366.666667,30.0,60.44
10567,Candidate_27177,1,1,13,16,1,1,2,1,31.77,13,742,4333.333333,50.0,108.57
10568,Candidate_8749,1,0,19,1,0,0,0,1,29.0,5,139,2697.666667,52.0,108.95
10569,Candidate_38434,1,7,2,9,2,0,2,1,18.4,10,719,5000.0,20.0,36.35
10570,Candidate_3693,1,2,5,13,2,1,1,1,13.0,8,249,9691.666667,300.0,505.41
10571,Candidate_47230,1,0,0,1,0,0,0,1,29.0,5,476,2916.666667,120.0,118.21
10572,Candidate_32476,1,0,5,0,2,1,2,1,21.57,7,142,6000.0,180.0,341.72
10573,Candidate_53562,1,0,23,28,0,1,0,1,24.0,0,0,2684.0,20.0,39.23
10574,Candidate_8275,1,2,3,16,2,1,2,1,14.8,8,336,4250.0,199.98,345.64
10575,Candidate_52611,1,0,19,16,0,0,0,1,29.0,0,0,2083.333333,50.0,104.76
10576,Candidate_49968,1,1,23,10,1,0,1,1,21.99,8,402,10000.0,170.0,324.57
10577,Candidate_22668,1,1,2,0,2,1,2,1,9.2,9,561,5000.0,140.0,221.6
10578,Candidate_24448,1,6,2,1,2,0,2,1,15.5,5,202,5391.166667,30.0,52.37
10579,Candidate_50712,1,0,2,0,0,0,0,1,29.0,7,82,3500.0,100.0,209.53
10580,Candidate_18860,1,1,3,15,2,1,2,1,14.0,4,617,5416.666667,300.0,511.07
10581,Candidate_32831,1,4,23,0,2,1,4,1,6.85,4,121,2291.666667,20.0,30.81
10582,Candidate_35416,1,1,3,10,1,1,1,1,26.99,7,146,12833.33333,180.0,367.38
10583,Candidate_28787,1,0,20,1,2,1,2,1,9.34,13,139,4333.333333,130.0,207.73
10584,Candidate_38270,1,7,15,2,2,1,2,1,35.0,0,0,5416.666667,30.0,67.85
10585,Candidate_29198,1,2,18,1,2,0,7,1,35.0,3,134,1750.0,90.0,203.56
10586,Candidate_40239,1,7,35,16,2,1,6,1,11.0,19,1741,7583.333333,50.0,81.85
10587,Candidate_54773,1,0,28,6,2,1,1,1,11.8,4,24,13333.33333,90.0,149.03
10588,Candidate_27833,2,1,2,0,1,1,1,1,19.14,3,277,9833.333333,500.0,650.44
10589,Candidate_45111,1,2,14,1,5,0,2,1,31.49,3,100,4365.416667,110.0,237.99
10590,Candidate_2835,1,7,9,7,1,1,4,1,23.24,1,110,2381.583333,40.0,77.67
10591,Candidate_46857,1,0,3,19,0,1,0,1,14.25,11,496,2500.0,200.0,342.99
10592,Candidate_16613,1,1,5,0,2,1,2,1,30.0,6,175,4166.666667,80.0,169.81
10593,Candidate_7297,1,7,32,2,1,0,4,1,31.99,2,15,3333.333333,50.0,108.87
10594,Candidate_53068,1,0,10,16,2,1,4,1,15.43,16,1168,4000.0,500.0,871.91
10595,Candidate_3310,1,1,47,1,4,0,1,0,13.85,5,86,25000.0,60.0,102.31
10596,Candidate_27950,1,7,0,13,2,0,1,1,8.0,2,120,37833.33333,200.0,313.36
10597,Candidate_47703,1,1,2,13,2,1,6,1,17.75,17,808,7916.666667,290.0,522.39
10598,Candidate_1530,1,0,0,0,0,1,0,1,18.45,2,159,7333.333333,70.0,127.32
10599,Candidate_6837,1,1,17,2,2,1,3,0,14.2,12,1297,0.0,100.0,171.37
10600,Candidate_5764,1,0,19,48,0,1,0,1,29.0,0,0,4583.333333,60.0,125.72
10601,Candidate_49724,1,1,28,0,2,1,1,1,7.45,13,202,9583.333333,132.0,205.15
10602,Candidate_15502,1,1,14,40,2,1,2,1,12.33,5,508,5833.333333,120.0,200.23
10603,Candidate_40361,1,0,5,35,2,1,2,1,20.45,3,18,5147.0,380.0,710.47
10604,Candidate_1891,2,13,18,7,1,1,4,1,24.43,4,16,3388.666667,260.0,377.24
10605,Candidate_22567,1,1,2,41,1,0,2,1,14.49,4,104,4166.666667,100.0,172.08
10606,Candidate_31414,1,2,20,1,1,1,2,1,18.74,5,197,4166.666667,50.0,91.31
10607,Candidate_5553,1,1,5,1,2,1,2,1,35.0,1,37,5333.333333,76.0,171.9
10608,Candidate_48531,1,15,19,15,1,1,1,1,20.49,2,239,10416.66667,60.0,112.24
10609,Candidate_22986,1,1,34,61,1,0,6,1,14.49,10,900,7250.0,270.0,464.62
10610,Candidate_15385,1,3,5,9,2,1,4,1,19.1,3,200,3000.0,300.0,544.58
10611,Candidate_31045,1,0,2,1,0,1,0,1,13.12,9,1894,11333.33333,300.0,506.28
10612,Candidate_35717,1,0,2,1,6,1,7,1,7.0,7,366,1536.0,194.0,299.51
10613,Candidate_18924,2,1,42,16,1,1,6,1,20.85,18,1669,6682.916667,300.0,404.54
10614,Candidate_54987,1,1,7,3,2,0,2,1,22.81,5,155,5666.666667,24.0,46.33
10615,Candidate_29984,1,1,30,15,2,1,1,1,7.99,9,554,8333.333333,120.0,187.99
10616,Candidate_7411,2,1,17,52,1,0,7,0,26.1,6,214,1000.0,40.0,60.0
10617,Candidate_1502,1,1,13,19,2,0,4,1,10.45,1,171,3333.333333,130.0,211.11
10618,Candidate_49301,1,7,7,1,4,0,4,0,7.5,6,90,3750.0,80.0,124.42
10619,Candidate_26406,1,1,23,48,6,1,4,0,8.4,5,510,2500.0,64.0,100.87
10620,Candidate_31920,1,0,0,31,0,1,0,1,18.0,4,15,8583.333333,70.0,126.53
10621,Candidate_51198,1,0,0,31,0,0,0,1,34.0,0,0,2916.666667,52.0,116.15
10622,Candidate_38458,3,1,3,5,1,0,6,1,12.79,9,379,6250.0,250.0,1115.23
10623,Candidate_14808,1,1,16,1,2,0,4,1,12.0,2,136,2666.666667,136.0,225.86
10624,Candidate_881,1,4,23,9,2,0,2,1,24.0,1,32,4166.666667,32.0,62.77
10625,Candidate_45381,1,1,3,17,1,0,4,1,26.99,11,272,3892.75,120.0,244.92
10626,Candidate_12982,1,6,3,32,2,0,2,1,13.25,5,63,4858.333333,80.0,135.26
10627,Candidate_22633,1,0,0,0,0,1,0,1,11.0,23,935,8381.5,120.02,196.47
10628,Candidate_41439,1,4,10,6,2,0,4,1,11.9,8,56,4000.0,20.0,33.17
10629,Candidate_53975,1,0,33,23,2,1,6,1,9.69,8,156,6458.333333,375.0,602.28
10630,Candidate_29189,1,1,11,1,2,0,6,1,12.73,4,79,7083.333333,200.0,335.64
10631,Candidate_37911,1,3,16,1,2,1,4,1,13.0,5,307,3431.916667,50.0,84.23
10632,Candidate_48312,1,0,0,7,0,0,0,1,16.0,9,151,2500.0,40.0,70.31
10633,Candidate_32653,1,3,21,10,4,0,3,0,28.0,0,0,0.0,20.0,0.0
10634,Candidate_28407,1,0,0,16,0,1,0,1,14.5,9,708,3916.666667,300.0,516.31
10635,Candidate_31540,1,0,2,1,0,0,0,1,20.0,0,0,2881.833333,51.0,94.77
10636,Candidate_2586,1,1,2,2,1,1,2,1,13.59,9,622,4583.333333,196.0,332.99
10637,Candidate_38705,1,0,5,13,2,1,4,1,9.0,7,100,3000.0,70.0,111.3
10638,Candidate_44117,1,1,34,1,2,0,4,1,15.3,6,198,3160.583333,140.0,243.69
10639,Candidate_42564,1,0,43,9,2,1,2,1,21.35,8,566,6029.5,180.0,340.7
10640,Candidate_45631,1,1,24,0,2,1,2,1,8.88,6,197,4583.333333,60.0,91.06
10641,Candidate_48327,1,1,1,24,1,0,2,1,29.5,7,312,4333.333333,150.0,298.19
10642,Candidate_31789,1,7,20,18,2,0,4,1,16.2,7,156,2458.333333,144.2,254.19
10643,Candidate_7544,1,13,19,12,1,1,4,1,31.77,4,874,2500.0,40.0,86.85
10644,Candidate_5238,1,1,6,22,2,0,4,1,18.8,1,30,2500.0,50.0,91.39
10645,Candidate_54635,1,0,19,31,0,1,0,1,25.0,22,2539,3500.0,130.0,258.44
10646,Candidate_38154,1,3,13,1,1,1,4,1,31.99,6,296,3750.0,135.46,294.95
10647,Candidate_29117,1,1,7,13,2,0,2,1,17.5,11,575,4416.666667,106.0,190.28
10648,Candidate_7665,1,1,2,1,2,0,4,1,27.0,10,423,3333.333333,56.0,114.31
10649,Candidate_30669,3,7,2,41,1,0,4,1,7.24,3,207,3750.0,40.0,173.27
10650,Candidate_22940,2,1,6,8,1,0,4,1,13.34,8,260,3687.5,280.0,320.99
10651,Candidate_47845,1,1,39,14,1,0,7,0,31.77,3,41,1083.333333,60.0,130.28
10652,Candidate_34487,1,1,8,1,2,0,4,1,10.9,6,115,2666.666667,60.0,98.07
10653,Candidate_27165,1,1,2,12,2,0,3,0,9.75,8,432,0.0,100.0,160.75
10654,Candidate_27182,1,6,22,52,4,0,4,0,31.99,18,342,3833.333333,80.0,174.2
10655,Candidate_35632,1,1,2,16,2,1,2,1,9.3,2,47,5250.0,250.0,393.38
10656,Candidate_16731,1,15,14,29,1,1,1,1,24.99,7,398,8333.333333,140.0,278.28
10657,Candidate_2519,1,0,0,31,0,0,0,1,9.0,0,0,7250.0,60.0,95.4
10658,Candidate_22190,1,1,26,12,2,0,4,1,19.89,4,99,3166.666667,76.0,141.01
10659,Candidate_21576,1,7,1,15,2,1,1,1,19.0,6,0,8333.333333,150.0,274.92
10660,Candidate_654,1,1,9,15,1,0,1,1,17.68,3,69,11250.0,300.0,539.88
10661,Candidate_41096,1,1,1,12,1,1,4,0,23.4,4,41,2333.333333,60.0,116.76
10662,Candidate_37444,1,1,11,0,2,1,2,1,26.9,3,64,4833.333333,20.0,40.77
10663,Candidate_40615,1,3,1,15,1,0,7,0,29.25,5,673,1666.666667,100.0,210.21
10664,Candidate_31749,1,0,10,31,0,0,0,1,28.0,10,236,12500.0,200.0,269.2
10665,Candidate_24161,1,0,21,35,2,0,4,1,9.25,6,190,2500.0,28.0,44.68
10666,Candidate_27481,1,1,31,1,2,0,6,1,13.0,1,35,7350.0,120.0,202.16
10667,Candidate_49411,1,1,5,1,2,0,4,1,26.35,5,615,3916.666667,200.0,404.77
10668,Candidate_36254,1,0,19,33,2,1,6,1,8.85,6,56,6266.666667,152.0,241.15
10669,Candidate_44483,1,14,15,1,1,0,2,1,28.59,4,160,4930.0,80.0,166.73
10670,Candidate_37186,1,0,1,10,2,1,1,1,11.65,16,2339,15405.25,240.0,396.57
10671,Candidate_24699,1,7,7,17,2,0,4,1,13.0,1,35,2958.333333,20.0,33.69
10672,Candidate_10946,1,0,5,9,2,0,4,1,25.0,1,0,2400.0,62.0,123.26
10673,Candidate_18720,1,1,41,12,2,1,4,1,19.8,12,520,2916.666667,100.0,153.64
10674,Candidate_53320,1,1,16,10,1,1,6,1,31.77,9,1116,7000.0,80.0,173.71
10675,Candidate_49202,1,2,7,16,1,1,2,1,20.49,8,416,4583.333333,70.0,130.95
10676,Candidate_13268,1,4,3,48,2,0,2,1,14.85,5,227,5166.666667,60.0,102.31
10677,Candidate_32673,1,0,0,16,0,1,0,1,19.95,1,70,3583.333333,30.0,55.71
10678,Candidate_20876,1,7,34,15,1,1,1,1,29.5,11,965,8500.0,150.0,316.34
10679,Candidate_12238,1,7,19,16,1,0,4,1,29.5,5,385,3500.0,50.0,105.45
10680,Candidate_22234,1,7,7,1,2,0,7,1,8.15,4,52,2000.0,30.0,47.11
10681,Candidate_16649,1,1,3,2,2,0,4,1,33.95,3,47,3416.666667,20.0,44.64
10682,Candidate_27538,1,0,19,26,0,1,0,1,14.1,10,235,10833.33333,300.0,513.39
10683,Candidate_13614,1,1,2,15,1,0,2,1,27.5,1,26,4333.333333,150.0,308.2
10684,Candidate_36261,1,0,2,7,2,0,6,1,18.8,12,890,6458.333333,100.0,182.77
10685,Candidate_21853,1,1,12,1,4,0,4,1,17.8,7,565,2500.0,280.0,504.73
10686,Candidate_43509,1,0,2,30,2,0,6,1,24.48,2,167,6250.0,100.0,197.43
10687,Candidate_2563,1,5,3,14,2,0,7,1,35.0,1,0,1666.666667,20.0,45.24
10688,Candidate_12594,1,7,2,41,1,0,6,1,32.2,4,134,6814.083333,150.0,327.49
10689,Candidate_29636,1,7,42,1,2,0,7,1,35.0,8,186,1833.333333,24.0,54.28
10690,Candidate_19866,2,1,3,1,1,0,4,1,26.29,7,192,2986.916667,200.0,301.12
10691,Candidate_12972,1,1,8,48,2,1,4,0,13.85,6,331,2875.0,30.0,51.16
10692,Candidate_24719,1,2,43,0,1,1,2,1,25.0,3,105,5833.333333,30.0,59.64
10693,Candidate_30215,1,0,0,1,2,1,4,1,15.45,3,83,2750.0,60.0,101.42
10694,Candidate_46752,1,0,0,17,0,0,0,1,15.0,0,0,2000.0,50.0,12.42
10695,Candidate_24811,1,1,20,12,1,0,4,1,14.49,14,623,3083.333333,300.0,516.24
10696,Candidate_32716,1,14,22,1,1,0,4,1,9.74,3,89,3750.0,200.0,321.45
10697,Candidate_15314,1,1,5,1,1,1,1,1,35.0,9,1939,8583.333333,30.0,67.85
10698,Candidate_11868,1,1,2,10,2,0,4,1,25.99,11,579,3333.333333,52.0,104.74
10699,Candidate_21965,1,0,5,1,2,0,4,1,29.0,19,353,3000.0,66.0,138.29
10700,Candidate_4671,1,7,1,1,1,0,2,1,31.77,0,0,4583.333333,80.0,173.71
10701,Candidate_52993,1,0,26,10,2,0,1,1,27.5,3,10,4111.416667,190.0,390.39
10702,Candidate_35459,1,3,5,1,4,1,3,0,33.0,20,826,0.0,150.0,330.83
10703,Candidate_3544,2,1,2,9,1,1,2,1,13.96,10,237,6166.666667,300.0,348.71
10704,Candidate_51215,1,1,3,1,1,1,6,1,31.99,13,806,6250.0,80.0,174.2
10705,Candidate_39197,1,0,48,1,2,1,1,1,13.74,8,1980,13529.08333,500.0,851.29
10706,Candidate_53360,1,1,9,39,2,0,4,1,25.0,4,328,3583.333333,210.0,417.48
10707,Candidate_13712,1,0,2,35,2,1,2,1,9.85,8,1016,5166.666667,160.0,257.57
10708,Candidate_36702,1,2,19,17,1,0,4,1,10.95,8,164,2083.333333,150.0,245.36
10709,Candidate_20059,1,0,43,5,2,1,6,1,10.0,4,35,7606.833333,500.0,806.68
10710,Candidate_27675,1,1,7,13,1,0,1,1,11.54,5,437,8916.666667,180.0,296.96
10711,Candidate_43409,1,1,2,0,1,0,4,1,26.99,4,170,2872.333333,80.0,163.28
10712,Candidate_37516,2,2,9,1,5,1,2,1,20.24,6,35,4333.333333,250.0,332.85
10713,Candidate_47009,1,7,7,1,2,1,2,1,15.95,8,481,4250.0,40.0,70.26
10714,Candidate_27795,2,1,2,0,1,1,1,1,23.1,4,300,10000.0,230.0,324.85
10715,Candidate_4843,1,7,17,43,2,0,4,1,22.0,10,1130,3666.666667,50.0,95.48
10716,Candidate_2827,1,19,7,52,1,0,4,1,22.87,6,162,2333.333333,40.0,77.28
10717,Candidate_31592,2,1,30,38,1,0,7,1,21.51,4,129,1833.333333,140.0,191.39
10718,Candidate_31761,1,1,30,13,2,0,6,1,16.0,9,431,7666.666667,130.0,228.52
10719,Candidate_45012,1,0,5,10,2,0,3,0,12.44,4,36,0.0,97.2,162.44
10720,Candidate_25590,1,1,1,16,2,1,2,1,28.0,14,718,5020.833333,80.0,165.45
10721,Candidate_47150,1,3,13,15,4,0,1,0,14.49,5,55,12500.0,150.0,258.12
10722,Candidate_42479,1,7,8,15,2,0,1,1,20.0,8,573,11666.66667,100.0,185.82
10723,Candidate_20170,1,1,38,1,2,1,6,1,9.2,3,176,6340.416667,108.0,172.22
10724,Candidate_14144,1,7,30,17,2,0,4,1,35.0,3,59,2583.333333,30.0,67.85
10725,Candidate_14851,1,1,16,32,1,0,6,1,20.19,2,59,6875.0,180.0,335.34
10726,Candidate_22824,1,7,1,24,2,0,2,1,21.0,4,224,4166.666667,40.0,75.35
10727,Candidate_39262,1,7,6,16,2,1,4,1,26.0,2,48,3154.25,30.0,60.44
10728,Candidate_15869,1,0,12,10,2,1,6,1,11.0,12,410,7666.666667,190.0,311.02
10729,Candidate_38282,2,1,13,18,1,1,4,1,19.7,9,675,3333.333333,70.0,92.15
10730,Candidate_7255,1,0,0,31,0,0,0,1,28.75,1,20,1700.0,44.0,91.89
10731,Candidate_42656,1,1,2,40,1,0,2,1,31.27,11,644,4250.0,80.0,172.6
10732,Candidate_18226,3,3,13,6,1,1,1,1,6.08,4,139,11666.66667,40.0,172.21
10733,Candidate_37909,1,1,15,41,2,1,6,1,8.29,3,110,6893.333333,40.0,62.94
10734,Candidate_34704,1,7,29,29,6,0,7,1,29.0,6,114,2000.0,40.0,83.81
10735,Candidate_9550,1,2,35,35,1,0,4,1,31.99,9,222,3000.0,110.0,239.52
10736,Candidate_22096,1,4,28,14,2,0,7,1,31.0,3,55,1666.666667,30.0,64.5
10737,Candidate_40700,1,0,28,1,2,0,0,1,10.0,6,610,13646.58333,200.0,322.67
10738,Candidate_36332,1,2,3,64,1,1,1,1,6.99,10,159,9166.666667,160.0,246.98
10739,Candidate_9833,1,1,39,59,1,0,4,1,31.49,2,154,2962.25,100.0,216.36
10740,Candidate_2498,1,0,0,1,0,1,0,1,19.0,1,20,3293.333333,180.0,329.9
10741,Candidate_40479,1,0,0,55,0,0,0,1,23.3,1,0,1000.0,100.0,194.33
10742,Candidate_515,1,0,20,4,2,0,4,1,17.7,15,308,3333.333333,60.0,108.01
10743,Candidate_9896,1,0,7,1,0,1,0,1,29.0,1,10,1583.333333,30.0,62.86
10744,Candidate_8144,1,1,39,14,2,0,7,1,29.95,1,15,1666.666667,20.0,42.42
10745,Candidate_38600,1,0,0,31,0,0,0,1,27.5,1,20,583.333333,23.0,47.26
10746,Candidate_22844,1,0,19,0,0,1,0,1,13.45,8,830,9583.333333,500.0,847.78
10747,Candidate_11356,1,1,20,7,1,0,4,1,31.77,1,22,3350.5,80.0,173.71
10748,Candidate_43081,1,4,26,11,2,0,4,1,11.5,2,25,2916.666667,40.0,65.95
10749,Candidate_17663,1,0,6,1,2,1,4,1,15.11,5,113,2916.666667,40.0,69.44
10750,Candidate_50185,1,1,26,54,2,0,4,1,22.0,3,135,2141.75,50.0,95.48
10751,Candidate_7817,1,14,3,1,5,1,2,0,31.27,27,820,6000.0,80.0,172.6
10752,Candidate_28692,1,5,6,10,6,0,7,1,26.25,2,30,1666.666667,60.0,95.52
10753,Candidate_45778,1,7,20,7,1,0,4,1,13.49,10,315,2500.0,80.0,135.72
10754,Candidate_27358,1,1,19,41,1,0,6,1,29.5,5,180,8083.333333,120.0,209.25
10755,Candidate_13057,1,0,23,48,6,0,4,1,12.85,6,664,2583.333333,80.0,134.49
10756,Candidate_44209,1,2,6,1,1,0,6,1,22.05,4,73,7500.0,80.0,152.87
10757,Candidate_29047,1,1,2,0,2,0,2,1,35.0,5,163,4500.0,24.0,54.28
10758,Candidate_43325,1,3,39,14,4,1,7,0,7.1,4,455,1666.666667,20.0,30.92
10759,Candidate_6798,1,15,30,1,1,0,4,1,31.77,2,15,3750.0,40.0,86.85
10760,Candidate_43303,1,1,5,30,1,0,2,1,8.29,4,163,4250.0,262.0,412.26
10761,Candidate_36095,1,0,0,15,0,1,0,1,18.0,12,1728,16666.66667,100.0,180.76
10762,Candidate_9332,1,0,11,31,0,0,0,1,23.0,3,73,2500.0,62.0,120.0
10763,Candidate_39086,1,7,2,23,2,0,2,1,25.5,10,994,5894.5,20.0,40.02
