,Unique_ID,Dependent_Variable
10610,Candidate_15385,0
10611,Candidate_31045,0
10612,Candidate_35717,0
10613,Candidate_18924,0
10614,Candidate_54987,1
10615,Candidate_29984,0
10616,Candidate_7411,1
10617,Candidate_1502,1
10618,Candidate_49301,0
10619,Candidate_26406,0
10620,Candidate_31920,0
10621,Candidate_51198,1
10622,Candidate_38458,0
10623,Candidate_14808,0
10624,Candidate_881,1
10625,Candidate_45381,0
10626,Candidate_12982,0
10627,Candidate_22633,0
10628,Candidate_41439,0
10629,Candidate_53975,1
10630,Candidate_29189,0
10631,Candidate_37911,0
10632,Candidate_48312,0
10633,Candidate_32653,0
10634,Candidate_28407,0
10635,Candidate_31540,0
10636,Candidate_2586,1
10637,Candidate_38705,0
10638,Candidate_44117,0
10639,Candidate_42564,0
10640,Candidate_45631,0
10641,Candidate_48327,0
10642,Candidate_31789,0
10643,Candidate_7544,1
10644,Candidate_5238,1
10645,Candidate_54635,1
10646,Candidate_38154,0
10647,Candidate_29117,0
10648,Candidate_7665,1
10649,Candidate_30669,0
10650,Candidate_22940,0
10651,Candidate_47845,0
10652,Candidate_34487,0
10653,Candidate_27165,0
10654,Candidate_27182,0
10655,Candidate_35632,0
10656,Candidate_16731,0
10657,Candidate_2519,1
10658,Candidate_22190,0
10659,Candidate_21576,0
10660,Candidate_654,1
10661,Candidate_41096,0
10662,Candidate_37444,0
10663,Candidate_40615,0
10664,Candidate_31749,0
10665,Candidate_24161,0
10666,Candidate_27481,0
10667,Candidate_49411,0
10668,Candidate_36254,0
10669,Candidate_44483,0
10670,Candidate_37186,0
10671,Candidate_24699,0
10672,Candidate_10946,1
10673,Candidate_18720,0
10674,Candidate_53320,1
10675,Candidate_49202,0
10676,Candidate_13268,0
10677,Candidate_32673,0
10678,Candidate_20876,0
10679,Candidate_12238,0
10680,Candidate_22234,0
10681,Candidate_16649,0
10682,Candidate_27538,0
10683,Candidate_13614,0
10684,Candidate_36261,0
10685,Candidate_21853,0
10686,Candidate_43509,0
10687,Candidate_2563,1
10688,Candidate_12594,0
10689,Candidate_29636,0
10690,Candidate_19866,0
10691,Candidate_12972,0
10692,Candidate_24719,0
10693,Candidate_30215,0
10694,Candidate_46752,0
10695,Candidate_24811,0
10696,Candidate_32716,0
10697,Candidate_15314,0
10698,Candidate_11868,1
10699,Candidate_21965,0
10700,Candidate_4671,1
10701,Candidate_52993,1
10702,Candidate_35459,0
10703,Candidate_3544,1
10704,Candidate_51215,1
10705,Candidate_39197,0
10706,Candidate_53360,1
10707,Candidate_13712,0
10708,Candidate_36702,0
10709,Candidate_20059,0
10710,Candidate_27675,0
10711,Candidate_43409,0
10712,Candidate_37516,0
10713,Candidate_47009,0
10714,Candidate_27795,0
10715,Candidate_4843,1
10716,Candidate_2827,1
10717,Candidate_31592,0
10718,Candidate_31761,0
10719,Candidate_45012,0
10720,Candidate_25590,0
10721,Candidate_47150,0
10722,Candidate_42479,0
10723,Candidate_20170,0
10724,Candidate_14144,0
10725,Candidate_14851,0
10726,Candidate_22824,0
10727,Candidate_39262,0
10728,Candidate_15869,0
10729,Candidate_38282,0
10730,Candidate_7255,1
10731,Candidate_42656,0
10732,Candidate_18226,0
10733,Candidate_37909,0
10734,Candidate_34704,0
10735,Candidate_9550,1
10736,Candidate_22096,0
10737,Candidate_40700,0
10738,Candidate_36332,0
10739,Candidate_9833,1
10740,Candidate_2498,1
10741,Candidate_40479,0
10742,Candidate_515,1
10743,Candidate_9896,1
10744,Candidate_8144,1
10745,Candidate_38600,0
10746,Candidate_22844,0
10747,Candidate_11356,1
10748,Candidate_43081,0
10749,Candidate_17663,0
10750,Candidate_50185,1
10751,Candidate_7817,1
10752,Candidate_28692,0
10753,Candidate_45778,0
10754,Candidate_27358,0
10755,Candidate_13057,0
10756,Candidate_44209,0
10757,Candidate_29047,0
10758,Candidate_43325,0
10759,Candidate_6798,1
10760,Candidate_43303,0
10761,Candidate_36095,0
10762,Candidate_9332,1
10763,Candidate_39086,0
10764,Candidate_47524,0
10765,Candidate_54402,1
10766,Candidate_27492,0
10767,Candidate_3425,1
10768,Candidate_35149,0
10769,Candidate_33823,0
10770,Candidate_21101,0
10771,Candidate_48166,0
10772,Candidate_40841,0
10773,Candidate_22128,0
10774,Candidate_51386,1
10775,Candidate_4685,1
10776,Candidate_43653,0
10777,Candidate_46697,0
10778,Candidate_26543,0
10779,Candidate_42612,0
10780,Candidate_8095,1
10781,Candidate_15316,0
10782,Candidate_10965,1
10783,Candidate_37069,0
10784,Candidate_2535,1
10785,Candidate_48,1
10786,Candidate_2359,1
10787,Candidate_44548,0
10788,Candidate_5409,1
10789,Candidate_36936,0
10790,Candidate_9400,1
10791,Candidate_44984,0
10792,Candidate_36147,0
10793,Candidate_24939,0
10794,Candidate_35756,0
10795,Candidate_19810,0
10796,Candidate_28028,0
10797,Candidate_24583,0
10798,Candidate_11602,1
10799,Candidate_24182,0
10800,Candidate_36001,0
10801,Candidate_31186,0
10802,Candidate_17819,0
10803,Candidate_36209,0
10804,Candidate_8806,1
10805,Candidate_49774,0
10806,Candidate_17150,0
10807,Candidate_34969,0
10808,Candidate_19213,0
10809,Candidate_52387,1
10810,Candidate_2783,1
10811,Candidate_13258,0
10812,Candidate_17324,0
10813,Candidate_46851,0
10814,Candidate_40042,0
10815,Candidate_33105,0
10816,Candidate_20512,0
10817,Candidate_23455,0
10818,Candidate_30512,0
10819,Candidate_45906,0
10820,Candidate_1800,1
10821,Candidate_11696,1
10822,Candidate_40800,0
10823,Candidate_38996,0
10824,Candidate_28129,0
10825,Candidate_47406,0
10826,Candidate_8688,1
10827,Candidate_33500,0
10828,Candidate_33970,0
10829,Candidate_29260,0
10830,Candidate_54691,1
10831,Candidate_27110,0
10832,Candidate_12915,0
10833,Candidate_45342,0
10834,Candidate_51945,1
10835,Candidate_46900,0
10836,Candidate_46425,0
10837,Candidate_150,1
10838,Candidate_46510,0
10839,Candidate_41042,0
10840,Candidate_12769,0
10841,Candidate_51150,1
10842,Candidate_52592,1
10843,Candidate_37330,0
10844,Candidate_17332,0
10845,Candidate_31847,0
10846,Candidate_49500,0
10847,Candidate_19772,0
10848,Candidate_2028,1
10849,Candidate_19063,0
10850,Candidate_43885,0
10851,Candidate_22316,0
10852,Candidate_50484,1
10853,Candidate_40935,0
10854,Candidate_42375,0
10855,Candidate_45958,0
10856,Candidate_26167,0
10857,Candidate_33630,0
10858,Candidate_32014,0
10859,Candidate_43874,0
10860,Candidate_30324,0
10861,Candidate_16387,0
10862,Candidate_36454,0
10863,Candidate_37697,0
10864,Candidate_17148,0
10865,Candidate_29683,0
10866,Candidate_9755,1
10867,Candidate_53845,1
10868,Candidate_34860,0
10869,Candidate_49490,0
10870,Candidate_31469,0
10871,Candidate_54926,1
10872,Candidate_45903,0
10873,Candidate_27773,0
10874,Candidate_7482,1
10875,Candidate_47033,0
10876,Candidate_7650,1
10877,Candidate_44298,0
10878,Candidate_42073,0
10879,Candidate_34180,0
10880,Candidate_29165,0
10881,Candidate_1039,1
10882,Candidate_45379,0
10883,Candidate_33626,0
10884,Candidate_382,1
10885,Candidate_41007,0
10886,Candidate_36414,0
10887,Candidate_25624,0
10888,Candidate_28464,0
10889,Candidate_21601,0
10890,Candidate_9794,1
10891,Candidate_33452,0
10892,Candidate_6906,1
10893,Candidate_41053,0
10894,Candidate_11728,1
10895,Candidate_16353,0
10896,Candidate_46860,0
10897,Candidate_32119,0
10898,Candidate_54887,1
10899,Candidate_53029,1
10900,Candidate_10002,1
10901,Candidate_45089,0
10902,Candidate_12198,0
10903,Candidate_25542,0
10904,Candidate_18847,0
10905,Candidate_9401,1
10906,Candidate_42229,0
10907,Candidate_13215,0
10908,Candidate_31203,0
10909,Candidate_13537,0
10910,Candidate_37337,0
10911,Candidate_52669,1
10912,Candidate_149,1
10913,Candidate_9881,1
10914,Candidate_390,1
10915,Candidate_44935,0
10916,Candidate_16344,0
10917,Candidate_12639,0
10918,Candidate_25916,0
10919,Candidate_3444,1
10920,Candidate_40846,0
10921,Candidate_25390,0
10922,Candidate_29858,0
10923,Candidate_3067,1
10924,Candidate_26198,0
10925,Candidate_11763,1
10926,Candidate_37151,0
10927,Candidate_50654,1
10928,Candidate_228,1
10929,Candidate_45997,0
10930,Candidate_36975,0
10931,Candidate_23106,0
10932,Candidate_8425,1
10933,Candidate_15997,0
10934,Candidate_24085,0
10935,Candidate_34247,0
10936,Candidate_32406,0
10937,Candidate_20216,0
10938,Candidate_49950,0
10939,Candidate_34495,0
10940,Candidate_41730,0
10941,Candidate_38155,0
10942,Candidate_20268,0
10943,Candidate_12262,0
10944,Candidate_16856,0
10945,Candidate_3596,1
10946,Candidate_32540,0
10947,Candidate_31508,0
10948,Candidate_6872,1
10949,Candidate_46970,0
10950,Candidate_2045,1
10951,Candidate_35900,0
10952,Candidate_4656,1
10953,Candidate_36543,0
10954,Candidate_12331,0
10955,Candidate_24848,0
10956,Candidate_2205,1
10957,Candidate_10929,1
10958,Candidate_38614,0
10959,Candidate_26443,0
10960,Candidate_35256,0
10961,Candidate_39100,0
10962,Candidate_29592,0
10963,Candidate_44894,0
10964,Candidate_3409,1
10965,Candidate_37889,0
10966,Candidate_25423,0
10967,Candidate_40635,0
10968,Candidate_30616,0
10969,Candidate_10650,1
10970,Candidate_6333,1
10971,Candidate_11984,1
10972,Candidate_31315,0
10973,Candidate_44593,0
10974,Candidate_95,1
10975,Candidate_38574,0
10976,Candidate_53305,1
10977,Candidate_9318,1
10978,Candidate_26382,0
10979,Candidate_40105,0
10980,Candidate_49563,0
10981,Candidate_1112,1
10982,Candidate_28684,0
10983,Candidate_38308,0
10984,Candidate_15032,0
10985,Candidate_18295,0
10986,Candidate_4386,1
10987,Candidate_17269,0
10988,Candidate_8472,1
10989,Candidate_7212,1
10990,Candidate_44199,0
10991,Candidate_11275,1
10992,Candidate_17029,0
10993,Candidate_41271,0
10994,Candidate_1411,1
10995,Candidate_22256,0
10996,Candidate_16806,0
10997,Candidate_51290,1
10998,Candidate_213,1
10999,Candidate_30110,0
11000,Candidate_44835,0
11001,Candidate_17514,0
11002,Candidate_45079,0
11003,Candidate_46398,0
11004,Candidate_23352,0
11005,Candidate_23730,0
11006,Candidate_43028,0
11007,Candidate_42761,0
11008,Candidate_54190,1
11009,Candidate_33498,0
11010,Candidate_40955,0
11011,Candidate_53464,1
11012,Candidate_27105,0
11013,Candidate_54288,1
11014,Candidate_50071,1
11015,Candidate_4199,1
11016,Candidate_11037,1
11017,Candidate_34824,0
11018,Candidate_38122,0
11019,Candidate_1461,1
11020,Candidate_30331,0
11021,Candidate_42010,0
11022,Candidate_19924,0
11023,Candidate_14320,0
11024,Candidate_43456,0
11025,Candidate_13112,0
11026,Candidate_47186,0
11027,Candidate_36129,0
11028,Candidate_45179,0
11029,Candidate_6096,1
11030,Candidate_2176,1
11031,Candidate_47586,0
11032,Candidate_28433,0
11033,Candidate_19265,0
11034,Candidate_31356,0
11035,Candidate_34097,0
11036,Candidate_39340,0
11037,Candidate_19844,0
11038,Candidate_41711,0
11039,Candidate_11864,1
11040,Candidate_31475,0
11041,Candidate_23122,0
11042,Candidate_38418,0
11043,Candidate_46617,0
11044,Candidate_2515,1
11045,Candidate_2860,1
11046,Candidate_35384,0
11047,Candidate_30234,0
11048,Candidate_41329,0
11049,Candidate_50191,1
11050,Candidate_5694,1
11051,Candidate_28234,0
11052,Candidate_6085,1
11053,Candidate_10848,1
11054,Candidate_23577,0
11055,Candidate_33010,0
11056,Candidate_49355,0
11057,Candidate_5023,1
11058,Candidate_4971,1
11059,Candidate_32643,0
11060,Candidate_42726,0
11061,Candidate_11933,1
11062,Candidate_8107,1
11063,Candidate_25862,0
11064,Candidate_18985,0
11065,Candidate_27547,0
11066,Candidate_13952,0
11067,Candidate_37265,0
11068,Candidate_2121,1
11069,Candidate_16302,0
11070,Candidate_6110,1
11071,Candidate_19364,0
11072,Candidate_24361,0
11073,Candidate_15607,0
11074,Candidate_13790,0
11075,Candidate_22560,0
11076,Candidate_34560,0
11077,Candidate_51426,1
11078,Candidate_50095,1
11079,Candidate_50921,1
11080,Candidate_38651,0
11081,Candidate_20307,0
11082,Candidate_18008,0
11083,Candidate_1390,1
11084,Candidate_34613,0
11085,Candidate_26562,0
11086,Candidate_9052,1
11087,Candidate_21180,0
11088,Candidate_50661,1
11089,Candidate_21128,0
11090,Candidate_54203,1
11091,Candidate_33756,0
11092,Candidate_33567,0
11093,Candidate_18774,0
11094,Candidate_16862,0
11095,Candidate_12625,0
11096,Candidate_20199,0
11097,Candidate_38431,0
11098,Candidate_25646,0
11099,Candidate_11006,1
11100,Candidate_23397,0
11101,Candidate_41420,0
11102,Candidate_10835,1
11103,Candidate_44431,0
11104,Candidate_45378,0
11105,Candidate_30670,0
11106,Candidate_7782,1
11107,Candidate_20716,0
11108,Candidate_50217,1
11109,Candidate_6455,1
11110,Candidate_6954,1
11111,Candidate_31222,0
11112,Candidate_52612,1
11113,Candidate_5074,1
11114,Candidate_2112,1
11115,Candidate_37385,0
11116,Candidate_24289,0
11117,Candidate_5050,1
11118,Candidate_1449,1
11119,Candidate_36967,0
11120,Candidate_36645,0
11121,Candidate_4379,1
11122,Candidate_51333,1
11123,Candidate_52920,1
11124,Candidate_3323,1
11125,Candidate_54743,1
11126,Candidate_49716,0
11127,Candidate_8933,1
11128,Candidate_27744,0
11129,Candidate_43992,0
11130,Candidate_53353,1
11131,Candidate_33197,0
11132,Candidate_49288,0
11133,Candidate_24359,0
11134,Candidate_4151,1
11135,Candidate_34084,0
11136,Candidate_22885,0
11137,Candidate_45308,0
11138,Candidate_9819,1
11139,Candidate_27511,0
11140,Candidate_31078,0
11141,Candidate_15697,0
11142,Candidate_32688,0
11143,Candidate_3619,1
11144,Candidate_53190,1
11145,Candidate_40128,0
11146,Candidate_16827,0
11147,Candidate_1907,1
11148,Candidate_7400,1
11149,Candidate_47927,0
11150,Candidate_39217,0
11151,Candidate_5543,1
11152,Candidate_29516,0
11153,Candidate_53055,1
11154,Candidate_53669,1
11155,Candidate_48248,0
11156,Candidate_957,1
11157,Candidate_14486,0
11158,Candidate_13056,0
11159,Candidate_48996,0
11160,Candidate_26854,0
11161,Candidate_22549,0
11162,Candidate_33687,0
11163,Candidate_32111,0
11164,Candidate_9616,1
11165,Candidate_3346,1
11166,Candidate_8102,1
11167,Candidate_30967,0
11168,Candidate_49934,0
11169,Candidate_4844,1
11170,Candidate_47329,0
11171,Candidate_20842,0
11172,Candidate_21617,0
11173,Candidate_34645,0
11174,Candidate_51913,1
11175,Candidate_42363,0
11176,Candidate_43688,0
11177,Candidate_52038,1
11178,Candidate_9768,1
11179,Candidate_41786,0
11180,Candidate_31833,0
11181,Candidate_54234,1
11182,Candidate_17367,0
11183,Candidate_46081,0
11184,Candidate_35483,0
11185,Candidate_31606,0
11186,Candidate_5610,1
11187,Candidate_1786,1
11188,Candidate_20420,0
11189,Candidate_4014,1
11190,Candidate_18575,0
11191,Candidate_39731,0
11192,Candidate_22443,0
11193,Candidate_2901,1
11194,Candidate_9243,1
11195,Candidate_20632,0
11196,Candidate_4392,1
11197,Candidate_39039,0
11198,Candidate_51262,1
11199,Candidate_24388,0
11200,Candidate_38800,0
11201,Candidate_47101,0
11202,Candidate_6871,1
11203,Candidate_20799,0
11204,Candidate_42552,0
11205,Candidate_3073,1
11206,Candidate_22371,0
11207,Candidate_15586,0
11208,Candidate_17605,0
11209,Candidate_39001,0
11210,Candidate_52456,1
11211,Candidate_26142,0
11212,Candidate_46926,0
11213,Candidate_3811,1
11214,Candidate_42573,0
11215,Candidate_43389,0
11216,Candidate_16801,0
11217,Candidate_23719,0
11218,Candidate_37720,0
11219,Candidate_22298,0
11220,Candidate_23995,0
11221,Candidate_51984,1
11222,Candidate_54937,1
11223,Candidate_7695,1
11224,Candidate_34757,0
11225,Candidate_43463,0
11226,Candidate_4295,1
11227,Candidate_952,1
11228,Candidate_20383,0
11229,Candidate_12864,0
11230,Candidate_54385,1
11231,Candidate_30480,0
11232,Candidate_46269,0
11233,Candidate_35579,0
11234,Candidate_39336,0
11235,Candidate_5143,1
11236,Candidate_29098,0
11237,Candidate_45712,0
11238,Candidate_52671,1
11239,Candidate_9331,1
11240,Candidate_37481,0
11241,Candidate_54756,1
11242,Candidate_12382,0
11243,Candidate_1203,1
11244,Candidate_54330,1
11245,Candidate_25375,0
11246,Candidate_11501,1
11247,Candidate_46418,0
11248,Candidate_423,1
11249,Candidate_27328,0
11250,Candidate_33615,0
11251,Candidate_53872,1
11252,Candidate_15662,0
11253,Candidate_9660,1
11254,Candidate_4846,1
11255,Candidate_48330,0
11256,Candidate_8412,1
11257,Candidate_40410,0
11258,Candidate_6754,1
11259,Candidate_19822,0
11260,Candidate_44129,0
11261,Candidate_40934,0
11262,Candidate_3982,1
11263,Candidate_19246,0
11264,Candidate_18332,0
11265,Candidate_17391,0
11266,Candidate_39285,0
11267,Candidate_52045,1
11268,Candidate_49066,0
11269,Candidate_391,1
11270,Candidate_25551,0
11271,Candidate_6137,1
11272,Candidate_54485,1
11273,Candidate_18301,0
11274,Candidate_951,1
11275,Candidate_5963,1
11276,Candidate_17249,0
11277,Candidate_45512,0
11278,Candidate_33371,0
11279,Candidate_27254,0
11280,Candidate_51995,1
11281,Candidate_46896,0
11282,Candidate_6242,1
11283,Candidate_40922,0
11284,Candidate_38299,0
11285,Candidate_1607,1
11286,Candidate_42584,0
11287,Candidate_18020,0
11288,Candidate_50818,1
11289,Candidate_51521,1
11290,Candidate_5348,1
11291,Candidate_23090,0
11292,Candidate_3944,1
11293,Candidate_27179,0
11294,Candidate_44792,0
11295,Candidate_6604,1
11296,Candidate_19266,0
11297,Candidate_48952,0
11298,Candidate_46907,0
11299,Candidate_48844,0
11300,Candidate_38409,0
11301,Candidate_15649,0
11302,Candidate_17691,0
11303,Candidate_20246,0
11304,Candidate_336,1
11305,Candidate_19991,0
11306,Candidate_16942,0
11307,Candidate_34655,0
11308,Candidate_53366,1
11309,Candidate_558,1
11310,Candidate_33538,0
11311,Candidate_39006,0
11312,Candidate_4186,1
11313,Candidate_19271,0
11314,Candidate_14150,0
11315,Candidate_33719,0
11316,Candidate_24013,0
11317,Candidate_53696,1
11318,Candidate_6206,1
11319,Candidate_8044,1
11320,Candidate_32340,0
11321,Candidate_20733,0
11322,Candidate_47232,0
11323,Candidate_12180,0
11324,Candidate_14119,0
11325,Candidate_43973,0
11326,Candidate_54663,1
11327,Candidate_12909,0
11328,Candidate_19957,0
11329,Candidate_31240,0
11330,Candidate_35077,0
11331,Candidate_25280,0
11332,Candidate_28815,0
11333,Candidate_37205,0
11334,Candidate_43640,0
11335,Candidate_40811,0
11336,Candidate_43794,0
11337,Candidate_8519,1
11338,Candidate_10978,1
11339,Candidate_14313,0
11340,Candidate_40617,0
11341,Candidate_33524,0
11342,Candidate_55068,1
11343,Candidate_24170,0
11344,Candidate_40247,0
11345,Candidate_29706,0
11346,Candidate_514,1
11347,Candidate_12827,0
11348,Candidate_46667,0
11349,Candidate_7457,1
11350,Candidate_4795,1
11351,Candidate_28878,0
11352,Candidate_47043,0
11353,Candidate_2551,1
11354,Candidate_15028,0
11355,Candidate_44750,0
11356,Candidate_23220,0
11357,Candidate_18435,0
11358,Candidate_43804,0
11359,Candidate_16003,0
11360,Candidate_43037,0
11361,Candidate_44394,0
11362,Candidate_47806,0
11363,Candidate_54186,1
11364,Candidate_161,1
11365,Candidate_8527,1
11366,Candidate_33785,0
11367,Candidate_492,1
11368,Candidate_9952,1
11369,Candidate_41047,0
11370,Candidate_30323,0
11371,Candidate_47165,0
11372,Candidate_40852,0
11373,Candidate_34751,0
11374,Candidate_9813,1
11375,Candidate_9985,1
11376,Candidate_10335,1
11377,Candidate_10629,1
11378,Candidate_51979,1
11379,Candidate_27335,0
11380,Candidate_29769,0
11381,Candidate_42886,0
11382,Candidate_10257,1
11383,Candidate_25054,0
11384,Candidate_24350,0
11385,Candidate_44968,0
11386,Candidate_8175,1
11387,Candidate_49770,0
11388,Candidate_29379,0
11389,Candidate_50718,1
11390,Candidate_775,1
11391,Candidate_20492,0
11392,Candidate_17419,0
11393,Candidate_52916,1
11394,Candidate_41535,0
11395,Candidate_14592,0
11396,Candidate_3377,1
11397,Candidate_27417,0
11398,Candidate_17072,0
11399,Candidate_28325,0
11400,Candidate_867,1
11401,Candidate_38389,0
11402,Candidate_29697,0
11403,Candidate_26757,0
11404,Candidate_28660,0
11405,Candidate_29695,0
11406,Candidate_6004,1
11407,Candidate_49309,0
11408,Candidate_39240,0
11409,Candidate_7983,1
11410,Candidate_45599,0
11411,Candidate_17064,0
11412,Candidate_38456,0
11413,Candidate_51783,1
11414,Candidate_25042,0
11415,Candidate_15368,0
11416,Candidate_32708,0
11417,Candidate_47768,0
11418,Candidate_17235,0
11419,Candidate_53537,1
11420,Candidate_43049,0
11421,Candidate_8867,1
11422,Candidate_43532,0
11423,Candidate_41858,0
11424,Candidate_4173,1
11425,Candidate_46577,0
11426,Candidate_35932,0
11427,Candidate_24031,0
11428,Candidate_9446,1
11429,Candidate_21669,0
11430,Candidate_22780,0
11431,Candidate_9118,1
11432,Candidate_16404,0
11433,Candidate_42952,0
11434,Candidate_13262,0
11435,Candidate_27111,0
11436,Candidate_759,1
11437,Candidate_12268,0
11438,Candidate_5740,1
11439,Candidate_23501,0
11440,Candidate_26448,0
11441,Candidate_31772,0
11442,Candidate_37550,0
11443,Candidate_47126,0
11444,Candidate_22726,0
11445,Candidate_25437,0
11446,Candidate_38011,0
11447,Candidate_5590,1
11448,Candidate_17224,0
11449,Candidate_52571,1
11450,Candidate_41100,0
11451,Candidate_47481,0
11452,Candidate_47112,0
11453,Candidate_47665,0
11454,Candidate_47400,0
11455,Candidate_43767,0
11456,Candidate_45037,0
11457,Candidate_40286,0
11458,Candidate_50736,1
11459,Candidate_54338,1
11460,Candidate_3009,1
11461,Candidate_3144,1
11462,Candidate_15392,0
11463,Candidate_2078,1
11464,Candidate_1936,1
11465,Candidate_13750,0
11466,Candidate_34640,0
11467,Candidate_52097,1
11468,Candidate_42729,0
11469,Candidate_52836,1
11470,Candidate_52055,1
11471,Candidate_11779,1
11472,Candidate_1591,1
11473,Candidate_28829,0
11474,Candidate_41649,0
11475,Candidate_3916,1
11476,Candidate_32365,0
11477,Candidate_35362,0
11478,Candidate_29335,0
11479,Candidate_46962,0
11480,Candidate_53071,1
11481,Candidate_49078,0
11482,Candidate_47008,0
11483,Candidate_16560,0
11484,Candidate_33793,0
11485,Candidate_39211,0
11486,Candidate_41154,0
11487,Candidate_20813,0
11488,Candidate_46092,0
11489,Candidate_25637,0
11490,Candidate_16395,0
11491,Candidate_48083,0
11492,Candidate_11503,1
11493,Candidate_24549,0
11494,Candidate_21759,0
11495,Candidate_35527,0
11496,Candidate_23684,0
11497,Candidate_26200,0
11498,Candidate_48152,0
11499,Candidate_45563,0
11500,Candidate_23201,0
11501,Candidate_20784,0
11502,Candidate_681,1
11503,Candidate_35965,0
11504,Candidate_43830,0
11505,Candidate_38652,0
11506,Candidate_4149,1
11507,Candidate_38343,0
11508,Candidate_20769,0
11509,Candidate_2631,1
11510,Candidate_50132,1
11511,Candidate_50093,1
11512,Candidate_32623,0
11513,Candidate_42976,0
11514,Candidate_13568,0
11515,Candidate_22499,0
11516,Candidate_33516,0
11517,Candidate_52206,1
11518,Candidate_1640,1
11519,Candidate_37855,0
11520,Candidate_30545,0
11521,Candidate_5927,1
11522,Candidate_47268,0
11523,Candidate_17535,0
11524,Candidate_47996,0
11525,Candidate_33121,0
11526,Candidate_55036,1
11527,Candidate_11265,1
11528,Candidate_26920,0
11529,Candidate_19711,0
11530,Candidate_31552,0
11531,Candidate_14524,0
11532,Candidate_44988,0
11533,Candidate_15133,0
11534,Candidate_23979,0
11535,Candidate_55066,1
11536,Candidate_37117,0
11537,Candidate_44015,0
11538,Candidate_21595,0
11539,Candidate_39122,0
11540,Candidate_13753,0
11541,Candidate_20577,0
11542,Candidate_25544,0
11543,Candidate_12862,0
11544,Candidate_612,1
11545,Candidate_27127,0
11546,Candidate_45675,0
11547,Candidate_47527,0
11548,Candidate_38599,0
11549,Candidate_40763,0
11550,Candidate_15301,0
11551,Candidate_8253,1
11552,Candidate_47566,0
11553,Candidate_46762,0
11554,Candidate_37340,0
11555,Candidate_4626,1
11556,Candidate_31223,0
11557,Candidate_29194,0
11558,Candidate_12512,0
11559,Candidate_30116,0
11560,Candidate_6581,1
11561,Candidate_41448,0
11562,Candidate_9621,1
11563,Candidate_28627,0
11564,Candidate_40099,0
11565,Candidate_14774,0
11566,Candidate_36687,0
11567,Candidate_12787,0
11568,Candidate_28797,0
11569,Candidate_20242,0
11570,Candidate_1155,1
11571,Candidate_45545,0
11572,Candidate_51893,1
11573,Candidate_30920,0
11574,Candidate_9502,1
11575,Candidate_8723,1
11576,Candidate_38924,0
11577,Candidate_10622,1
11578,Candidate_39326,0
11579,Candidate_36896,0
11580,Candidate_48191,0
11581,Candidate_29522,0
11582,Candidate_45604,0
11583,Candidate_34535,0
11584,Candidate_9553,1
11585,Candidate_15603,0
11586,Candidate_8377,1
11587,Candidate_39662,0
11588,Candidate_39202,0
11589,Candidate_51036,1
11590,Candidate_27369,0
11591,Candidate_40550,0
11592,Candidate_33074,0
11593,Candidate_36721,0
11594,Candidate_28504,0
11595,Candidate_1425,1
11596,Candidate_21834,0
11597,Candidate_3861,1
11598,Candidate_25839,0
11599,Candidate_21092,0
11600,Candidate_2496,1
11601,Candidate_14513,0
11602,Candidate_5310,1
11603,Candidate_46249,0
11604,Candidate_15101,0
11605,Candidate_11121,1
11606,Candidate_39509,0
11607,Candidate_4175,1
11608,Candidate_34604,0
11609,Candidate_27072,0
11610,Candidate_38266,0
11611,Candidate_54656,1
11612,Candidate_46500,0
11613,Candidate_6797,1
11614,Candidate_9524,1
11615,Candidate_52558,1
11616,Candidate_9935,1
11617,Candidate_18118,0
11618,Candidate_21416,0
11619,Candidate_44736,0
11620,Candidate_7213,1
11621,Candidate_28729,0
11622,Candidate_14347,0
11623,Candidate_49871,0
11624,Candidate_14554,0
11625,Candidate_21056,0
11626,Candidate_1670,1
11627,Candidate_48242,0
11628,Candidate_50223,1
11629,Candidate_8748,1
11630,Candidate_31527,0
11631,Candidate_44691,0
11632,Candidate_3272,1
11633,Candidate_39625,0
11634,Candidate_9678,1
11635,Candidate_52044,1
11636,Candidate_14864,0
11637,Candidate_14640,0
11638,Candidate_18326,0
11639,Candidate_18654,0
11640,Candidate_19245,0
11641,Candidate_3810,1
11642,Candidate_2143,1
11643,Candidate_51561,1
11644,Candidate_24797,0
11645,Candidate_25990,0
11646,Candidate_34714,0
11647,Candidate_47330,0
11648,Candidate_2809,1
11649,Candidate_38841,0
11650,Candidate_41572,0
11651,Candidate_17563,0
11652,Candidate_18746,0
11653,Candidate_49243,0
11654,Candidate_19624,0
11655,Candidate_40468,0
11656,Candidate_50299,1
11657,Candidate_16094,0
11658,Candidate_12823,0
11659,Candidate_25475,0
11660,Candidate_28657,0
11661,Candidate_12924,0
11662,Candidate_24882,0
11663,Candidate_7059,1
11664,Candidate_49204,0
11665,Candidate_4546,1
11666,Candidate_39236,0
11667,Candidate_40775,0
11668,Candidate_1308,1
11669,Candidate_19299,0
11670,Candidate_49903,0
11671,Candidate_41402,0
11672,Candidate_17439,0
11673,Candidate_30161,0
11674,Candidate_25992,0
11675,Candidate_17454,0
11676,Candidate_22075,0
11677,Candidate_18818,0
11678,Candidate_32657,0
11679,Candidate_3146,1
11680,Candidate_36003,0
11681,Candidate_9043,1
11682,Candidate_51855,1
11683,Candidate_43956,0
11684,Candidate_52480,1
11685,Candidate_47491,0
11686,Candidate_8031,1
